name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
Karikalan & Co Chartered Accountants in chennai,"New No.19/1, Sripriya's Kanakadhara Apts, Flat - G1, Ground Floor, Kanakadhara Apts, Old, MGR St, Kaveri Rangan nagar, Saligramam, Chennai, Tamil Nadu 600093",karikalan.in,099444 80544,6,5.0,No,No,No,Chartered accountant, Closes 8pm,None Found
Dasari & Co Tax Consultancy,"LAND MARK, D.NO.23/8, 2ND FLOOR, BAJANAI KOIL 5TH STREET, SECOND RIGHT, opp. to K V SCHOOL, Choolaimedu, Chennai, Tamil Nadu 600094",dasariandco.com,097890 08680,4,5.0,No,No,No,Auditor, Closes 8pm,None Found
G Sekar Associates,"No.27, Akbarabad 2nd St, China Raji Thottam, Kodambakkam, Chennai, Tamil Nadu 600024",shrigurukripa.com,099400 12303,5,4.2,No,No,No,Auditor, Closes 6pm,None Found
Vee Pee Associates,"3642+5CQ, Kannaiah St, Mathiazhagan Nagar, Shanthi Nagar, Annamalai Colony, Chennai, Tamil Nadu 600093",,098410 06363,5,4.8,No,No,No,Auditor, Closes 7:30pm,None Found
Auditor Office,"3629+4MW, Eswar Nagar 3rd St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",caganesh.in,044 2483 3061,6,4.3,No,No,No,Corporate office,,None Found
A.Ponibass & Co [ Best Chartered Accountants ],"2B, II Floor, Gopi Nivas 2/1, Padamanabhan Street, Kodmbakkam, near Railway Station, Tamil Nadu 600024",ponibass.com,044 4557 6071,7,4.9,No,No,No,Chartered accountant, Closes 6pm,None Found
Guru & Co,"11/5, Umapathy Street Extn, Brindavan Extension, West Mambalam, Chennai, Tamil Nadu 600033",,044 2483 9022,4,5.0,No,No,No,Auditor, Closes 5pm,None Found
R N H & CO LLP - Chartered Accountant (CA Firm),"147/7, 2nd Floor, Rangarajapuram Main Rd, KG NTR Heritage, Viswanatha Puram, Kodambakkam, Chennai, Tamil Nadu 600024",cardr.in,081444 97222,16,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
PMK ADVISORS PRIVATE LIMITED,"3rd Floor, Salmas SVP Arcade, No 333/118, Arcot Rd, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",pmkadvisors.com,096262 08851,51,4.9,No,No,No,Business management consultant, Closes 7pm,None Found
M SIVAGOPAL AUDITOR - tax filing consultants chennai & income tax filing consultants chennai,"Flat No.G1, VASANTH VIHAR APARTMENTS New, 12, Central Ave, near Kodambakkam Railway Station, Kodambakkam, Chennai, Tamil Nadu 600024",chennaidirectoryservices.com,,,,No,No,No,Auditor, Closes 6pm,None Found
Aavee Cohort Accounting Associates,"4/4A, First Floor, 100 Feet Road, Nerkundram Pathai, East, Vadapalani, Chennai, Tamil Nadu 600026",aaveecohort.com,072991 23567,8,5.0,No,No,No,Consultant, Closes 10pm,None Found
SANJEEVE& CO,"NO 7A&7B, 1st FLOOR BALAVINAYAGAR NAGAR, ARUMBAKKAM, TSD Nagar 1st Main Rd, near BHARATH GAS, Arumbakkam, Chennai, Tamil Nadu 600106",sanjeeveandco.com,093456 44616,1,5.0,No,No,No,Auditor, Closes 6pm,None Found
Ramachandran & Murali CHARTERED ACCOUNTANTS,"3B, Shiyam's Anugraha, 18, Vathiyar Thottam, Anna Main Rd, Rangarajapuram, Kodambakkam, Chennai, Tamil Nadu 600024",ramandmurali.com,044 2473 3877,13,4.7,No,No,No,Accountant, Closes 5:30pm,None Found
P.V. SATISH KUMAR & ASSOCIATES,"No.15, 3, Srinivasa Apartments, 7, 3rd St, Kumaran Colony, Vadapalani, Chennai, Tamil Nadu 600026",pvsca.in,044 2362 1430,,,No,No,No,Chartered accountant,,None Found
"K.Balamurugan CA, Chartered Accountants in Chennai","NO.G2, 1423, Varaha Valencia, 13th Main Rd, H Block, Temple View Colony, Anna Nagar, Chennai, Tamil Nadu 600040",auditdsa.in,096001 89144,34,5.0,No,No,No,Chartered accountant, Closes 9:30pm,None Found
ARAMA MANAGEMENT SERVICES PVT LTD,"Valliammal Garden, No 2, 11, 1st St, Kodambakkam, Chennai, Tamil Nadu 600024",,084895 77005,55,5.0,No,No,No,Tax consultant, Closes 7:30pm,None Found
Ask Audit,"2B, 2nd Floor, Kodambakkam, Gopi Nivas, near Railway Station, Kodambakkam, Chennai, Tamil Nadu 600024",,093808 02000,,,No,No,No,Certified public accountant, Closes 6pm,None Found
Chandrasekar Consultancy,"AVM Ave 1st Main Rd, Aranganathan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",,,1,5.0,No,No,No,Tax preparation service, Closes 9pm,None Found
K L P V & associates,"26P6+XJX, 80th St, Raghavareddy Colony, Sector 10, Ashok Nagar, Chennai, Tamil Nadu 600083",,044 4768 6668,5,4.8,No,No,No,Auditor, Closes 7pm,None Found
Sri Lakshmi Audit Associates,"46, Balaji Nagar Main Rd, Sri Velmurugan Nagar, Kolathur, Chennai, Tamil Nadu 600099",srilakshmiaudit.com,090944 00000,278,4.9,No,No,No,Auditor, Closes 9pm,None Found
Babu Peram Associates,"6, 2nd St, VOC Colony, Kodambakkam, Chennai, Tamil Nadu 600024",,,4,3.0,No,No,No,Auditor, Closes 6:30pm,None Found
R. VINOD KUMAR & CO.,"Door No 50/51, No G-2, RSR Plaza, Arcot Rd, Ayyavupuram, Virugambakkam, Chennai, Tamil Nadu 600092",,098404 00809,2,5.0,No,No,No,Auditor,,None Found
M N M A & CO LLP,"2/3, Vedammal Ave, Dr.Subbaraya Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",,,7,4.7,No,No,No,Chartered accountant, Closes 6:30pm,None Found
S GOPINATH & ASSOCIATES,"19, New Bangaru Colony 1st St, Old Bangaru Colony, New Bangaru Colony, Bangaru Colony, K. K. Nagar, Chennai, Tamil Nadu 600083",,,2,4.0,No,No,No,Auditor, Closes 5:30pm,None Found
"G.K. KANNAN & CO., CHARTERED ACCOUNTANTS.","36F3+MRP, 3rd Cross St, Janakiram Colony Extension, Janakiraman Colony, Arumbakkam, Chennai, Tamil Nadu 600106",,,3,5.0,No,No,No,Chartered accountant, Closes 5pm,None Found
VIJAY SARATHY & CO Chartered Accountants,"No.59,IVth Avenue,Opposite to Pudhur School Bus Stop, Ashok Nagar, Chennai, Tamil Nadu 600083",,,1,4.0,No,No,No,Certified public accountant,,None Found
S Sankar Ganesh,"Ground Floor, 28/143, 4th Cross St, Ragavan Colony, Pari Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083",,094439 07771,67,5.0,No,No,No,Tax collector's office, Closes 7pm,None Found
S Sankar Ganesh,"Ground Floor, 28/143, 4th Cross St, Ragavan Colony, Pari Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083",,094439 07771,67,5.0,No,No,No,Tax collector's office, Closes 7pm,None Found
Menon & Pai,"12/4, 1st, Ashirwad Apartments, Puliyur 2nd Main Rd, Puthumavilangai, Ganga Nagar, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",menonpai.com,044 2483 6117,6,4.7,No,No,No,Chartered accountant, Closes 6pm,None Found
Sai Prashanth & CO,"RTO Testing Ground, No 125A First Floor Vanniyar Street, Virugambakkam, near K K Nagar, Chennai, Tamil Nadu 600092",,044 2364 1147,2,5.0,No,No,No,Chartered accountant, Closes 5:30pm,None Found
"BVN & Associates, Chartered Accountants","24, 16th Ave, Sector 10, Kaniappa Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083",bvn.co.in,096554 39171,1,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
Smart CA,"2B, Gopi Nivas New, No.2, Padmanabhan St, Kodambakkam, Chennai, Tamil Nadu 600024",,093808 02000,1,5.0,No,No,No,Council, Closes 6pm,None Found
M&S SERVICES,"38, Rangarajapuram, West Mambalam, Chennai, Tamil Nadu 600024",,090422 71022,25,5.0,No,No,No,Auditor, Closes 7pm,None Found
Kishore Abhishek and Company,"Sharan SS Jayam Apartments, No. 99 / 37, F3, First Floor, Second Block, Bazullah Rd, T. Nagar, Chennai, Tamil Nadu 600017",kkswamy.com,099428 97587,1,5.0,No,No,No,Auditor, Closes 6pm,None Found
Auditor Office,"2nd floor, No-67, Eldams Rd, Sriram Colony, Vannia Teynampet, Lubdhi Colony, Alwarpet, Chennai, Tamil Nadu 600018",auditingoffice.lyzoo.co.in,080562 39215,20,5.0,No,No,No,Auditor,,None Found
Auditor m.g.r nagar,"39, Kalaignar Karunanidhi Rd, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",sites.google.com,094457 06784,9,5.0,No,No,No,Auditor, Closes 6pm,None Found
MUTHU & ASSOCIATES,"SECOND FLOOR, SREESTHA, 82, 4th Ave, Sarvamangala Colony, Krupa Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",muthuassociates.in,098415 25567,,,No,No,No,Auditor, Closes 7pm,None Found
ARAWISE,"7, Parthasarathy St, Velayutham Colony, Saligramam, Chennai, Tamil Nadu 600093",,,1,5.0,No,No,No,Auditor,,None Found
Abhishek Associates,"27, 3rd St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",,099405 75802,2,5.0,No,No,No,Auditor,,None Found
GENIUSES,"Bus Depot, No.D-17 ,D-Block Doshi Garden Shopping Mall Vadapalani, near Forum mall, Chennai, Tamil Nadu 600026",,088387 62282,17,5.0,No,No,No,Educational institution,,None Found
"Diwakar & Associates, Cost Accountants.","Seethal Arcade, 11, 3rd Cross St, Ganga Nagar, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",costhub.in,093611 27226,81,4.9,No,No,No,Accountant, Closes 8:30pm,None Found
Eshwar & Co Chartered Accountants,"No. 18, FF5, 1st Floor, Lokesh Towers New no 37, Old, Kodambakkam High Rd, nearby Hotel Palm Grove, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",eshwarandco.com,078937 47200,192,5.0,No,No,No,Auditor, Closes 8pm,None Found
A K Ranka and Co (Audit Firm),"6, VOC 1st Main Rd, Thalaiyari Palaiyam, Kodambakkam, Chennai, Tamil Nadu 600024",,,24,4.7,No,No,No,Corporate office,,None Found
Venkat and Associates LLP,"Old No 10A, New No.7, VOC 2nd Main Rd, VOC Colony, Kodambakkam, Chennai, Tamil Nadu 600024",venkatassociates.com,044 4279 1150,6,5.0,No,No,No,Certified public accountant, Closes 5:30pm,None Found
ARAMA MANAGEMENT SERVICES PVT LTD,"Valliammal Garden, No 2, 11, 1st St, Kodambakkam, Chennai, Tamil Nadu 600024",,084895 77005,55,5.0,No,No,No,Tax consultant, Closes 7:30pm,None Found
JPT & CO - Auditors (Kodambakkam Branch),"20/36, 3rd Cross St, Minor Trustpuram, Choolaimedu, Chennai, Tamil Nadu 600094",,,9,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
G Sekar Associates,"No.27, Akbarabad 2nd St, China Raji Thottam, Kodambakkam, Chennai, Tamil Nadu 600024",shrigurukripa.com,099400 12303,5,4.2,No,No,No,Auditor, Closes 6pm,None Found
MEHALA & ASSOCIATES,"3rd Floor, Shree Flats, D3, 68, Sarvamangala Colony, Aruna Colony, Vadapalani, Chennai, Tamil Nadu 600083",mehalaassociates.com,090439 72226,22,5.0,No,No,No,Auditor, Closes 6pm,None Found
Arasu & Arunachalam ( Chartered Accountant ),"No.11, 8, Vanniar St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",arasuandarunachalam.com,0435 242 0907,12,4.0,No,No,No,Chartered accountant, Closes 5pm,None Found
MAHARAJ NR SURESH AND CO,"9, PULYUR SECOND LANE, 2nd Main Rd, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 24",mnrs.co.in,044 2480 1322,15,4.7,No,No,No,Accounting firm, Closes 6pm,None Found
"S. Madhavan & Associates , Chartered Accountant","3rd Floor, 332-A, POST OFFICE, Arcot Rd, near VADAPALANI, Vadapalani, Chennai, Tamil Nadu 600026",,098656 91436,691,4.9,No,No,No,Chartered accountant, Closes 5pm,None Found
Auditor Office,"3629+4MW, Eswar Nagar 3rd St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",caganesh.in,044 2483 3061,6,4.3,No,No,No,Corporate office,,None Found
"G R Kumar & Co LLP. Top best ca firm Chennai, Gst, income tax , internal audit, custom duty, sme listings, loan, valuation,","Arcot Rd, opp. Saravanan Bhawan, Vadapalani, Chennai, Tamil Nadu 600026",grkllp.in,,7,5.0,No,No,No,Auditor, Closes 8pm,None Found
R N H & CO LLP - Chartered Accountant (CA Firm),"147/7, 2nd Floor, Rangarajapuram Main Rd, KG NTR Heritage, Viswanatha Puram, Kodambakkam, Chennai, Tamil Nadu 600024",cardr.in,081444 97222,16,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
A.Ponibass & Co [ Best Chartered Accountants ],"2B, II Floor, Gopi Nivas 2/1, Padamanabhan Street, Kodmbakkam, near Railway Station, Tamil Nadu 600024",ponibass.com,044 4557 6071,7,4.9,No,No,No,Chartered accountant, Closes 6pm,None Found
GGSH & Co LLP | Chartered Accountants – India & Global Consultants,"3rd floor, 9/6, Chakrapani St, West Mambalam, Chennai, Tamil Nadu 600033",ggsh.in,080150 14801,57,4.9,No,No,No,Chartered accountant, Closes 6:30pm,None Found
PMK ADVISORS PRIVATE LIMITED,"3rd Floor, Salmas SVP Arcade, No 333/118, Arcot Rd, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",pmkadvisors.com,096262 08851,51,4.9,No,No,No,Business management consultant, Closes 7pm,None Found
Babu Peram Associates,"6, 2nd St, VOC Colony, Kodambakkam, Chennai, Tamil Nadu 600024",,,4,3.0,No,No,No,Auditor, Closes 6:30pm,None Found
Ask Audit,"2B, 2nd Floor, Kodambakkam, Gopi Nivas, near Railway Station, Kodambakkam, Chennai, Tamil Nadu 600024",,093808 02000,,,No,No,No,Certified public accountant, Closes 6pm,None Found
M SIVAGOPAL AUDITOR - tax filing consultants chennai & income tax filing consultants chennai,"Flat No.G1, VASANTH VIHAR APARTMENTS New, 12, Central Ave, near Kodambakkam Railway Station, Kodambakkam, Chennai, Tamil Nadu 600024",chennaidirectoryservices.com,,,,No,No,No,Auditor, Closes 6pm,None Found
Filing Point - Company registration | OPC registration | LLP registration consultants office in Chennai.,"II Floor, Gopi Nivas, New 2, Padmanabhan St, China Raji Thottam, Kodambakkam, Chennai, Tamil Nadu 600024",filingpoint.com,072999 72500,111,4.9,No,No,No,Tax preparation service, Closes 5pm,None Found
"Sankar Prasad & Co., Chartered Accountants","169/73, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",,098410 49656,7,5.0,No,No,No,Corporate office, Closes 7pm,None Found
D S ASSOCIATES,"2ND FLOOR, NO.1/50, Sivan Kovil S St, Puthumavilangai, Muthu Thottam, Kodambakkam, Chennai, Tamil Nadu 600024",dsassociates.site,098400 53488,45,5.0,No,No,No,Tax preparation service, Closes 8:30pm,None Found
RAMESH & RAMACHANDRAN,"39, Viswanathapuram Main Rd, Viswanatha Puram, Kodambakkam, Chennai, Tamil Nadu 600024",randrca.com,044 2484 3668,8,5.0,No,No,No,Chartered accountant, Closes 5:30pm,None Found
Smart CA,"2B, Gopi Nivas New, No.2, Padmanabhan St, Kodambakkam, Chennai, Tamil Nadu 600024",,093808 02000,1,5.0,No,No,No,Council, Closes 6pm,None Found
M/s SARADA ASSOCIATES,"24/16, Mahalingapuram, Nungambakkam, Chennai, Tamil Nadu 600034",,098848 74454,12,5.0,No,No,No,Auditor, Closes 6pm,None Found
CA AAKASH SINGHVI & COMPANY,"Ground floor, 72/36, Balakrishnan St Ext, Sarvamangala Colony, Vivekanandapuram, Ashok Nagar, Chennai, Tamil Nadu 600083",aakashsinghvi.com,081818 90808,64,5.0,No,No,No,Certified public accountant, Closes 7pm,None Found
Guru & Co,"11/5, Umapathy Street Extn, Brindavan Extension, West Mambalam, Chennai, Tamil Nadu 600033",,044 2483 9022,4,5.0,No,No,No,Auditor, Closes 5pm,None Found
M N M A & CO LLP,"2/3, Vedammal Ave, Dr.Subbaraya Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",,,7,4.7,No,No,No,Chartered accountant, Closes 6:30pm,None Found
Menon & Pai,"12/4, 1st, Ashirwad Apartments, Puliyur 2nd Main Rd, Puthumavilangai, Ganga Nagar, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",menonpai.com,044 2483 6117,6,4.7,No,No,No,Chartered accountant, Closes 6pm,None Found
SRIDEVI Associates,"26WH+XJ6, Azeez Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",,,2,5.0,No,No,No,Chartered accountant,,None Found
Selvakumar S & Associates,"No.1, First Floor, Balaji Steet, Kodambakkam, Chennai, Tamil Nadu 600024",ssacas.com,044 2480 7686,7,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
CRBS CA Audit Firm,"NO 37, 2nd St, Alagiri Nagar, Vadapalani, Chennai, Tamil Nadu 600026",,044 4045 9999,61,4.5,No,No,No,Lawyer, Closes 6pm,None Found
Vijay Suresh,"1/2, First Main Rd, Dr.Subbaraya Nagar, Vadapalani, Chennai, Tamil Nadu 600026",,094441 45677,2,5.0,No,No,No,Auditor,,None Found
V Ramaratnam & Co - Tax Consultant in Chennai | Auditors in Chennai,"2/11, Second Floor, 50th St, Sarvamangala Colony, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",vramaratnam.com,098402 77503,72,4.6,No,No,No,Certified public accountant, Closes 6:30pm,None Found
Albert and Associates chartered accountants,"18 Padmanaban Street, North Usman Road, T. Nagar, Chennai, Tamil Nadu 600017",,099401 44229,6,5.0,No,No,No,Accounting firm, Closes 7pm,None Found
Taxla Services Private Limited,"19, 3rd Cross St, Kumaran Colony, SBI Colony, Saligramam, Chennai, Tamil Nadu 600093",taxlaservices.com,096000 76134,1051,5.0,No,No,No,Auditor, Closes 7pm,None Found
M&S SERVICES,"38, Rangarajapuram, West Mambalam, Chennai, Tamil Nadu 600024",,090422 71022,25,5.0,No,No,No,Auditor, Closes 7pm,None Found
M&S SERVICES,"38, Rangarajapuram, West Mambalam, Chennai, Tamil Nadu 600024",,090422 71022,25,5.0,No,No,No,Auditor, Closes 7pm,None Found
A. ARUL ANTO & CO,"No.2/11, Valliammal Garden, 1, st Street, Rangarajapuram, Kodambakkam, Chennai, Tamil Nadu 600024",aarulanto.com,098408 17970,22,4.6,No,No,No,Chartered accountant, Closes 8pm,None Found
Karikalan & Co Chartered Accountants in chennai,"New No.19/1, Sripriya's Kanakadhara Apts, Flat - G1, Ground Floor, Kanakadhara Apts, Old, MGR St, Kaveri Rangan nagar, Saligramam, Chennai, Tamil Nadu 600093",karikalan.in,099444 80544,6,5.0,No,No,No,Chartered accountant, Closes 8pm,None Found
"R Bupathy & Co, Chartered Accountants","139, Kodambakkam High Road, Nungambakkam, Chennai, Tamil Nadu 600034",rbco1976.com,044 2827 8300,15,4.4,No,No,No,Accounting firm, Closes 6:30pm,None Found
Kishore Abhishek and Company,"Sharan SS Jayam Apartments, No. 99 / 37, F3, First Floor, Second Block, Bazullah Rd, T. Nagar, Chennai, Tamil Nadu 600017",kkswamy.com,099428 97587,1,5.0,No,No,No,Auditor, Closes 6pm,None Found
DEEPAK RAY & CO (DRC),"20,1st Floor, No.13, Puliyur 2nd Main Rd, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",drc.ind.in,099402 89305,7,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
Intire Audits and Advisory,"second floor, 5, 2nd St, Pushpa Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",intire.in,099447 71964,19,4.9,No,No,No,Tax preparation service, Closes 6:30pm,None Found
Ramachandran & Murali CHARTERED ACCOUNTANTS,"3B, Shiyam's Anugraha, 18, Vathiyar Thottam, Anna Main Rd, Rangarajapuram, Kodambakkam, Chennai, Tamil Nadu 600024",ramandmurali.com,044 2473 3877,13,4.7,No,No,No,Accountant, Closes 5:30pm,None Found
Vsk & Associates,"10 11, Main Rd, Dr.Subbaraya Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",vskcorporatelawassociates.com,094447 85500,5,5.0,No,No,No,Lawyer, Closes 6pm,None Found
CA Vishnu Vardhan Y,"8/15, 3rd Cross St, Vengeeswaran Nagar, Vadapalani, Chennai, Tamil Nadu 600026",ivaca.in,093806 93211,25,4.9,No,No,No,Chartered accountant, Closes 6pm,None Found
Aegis Taxpro,"No.7, Puliyur 2nd Ln, Puthumavilangai, Ganga Nagar, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",aegistaxpro.com,095516 99969,7,4.9,No,No,No,Tax consultant, Closes 7:30pm,None Found
KESH & CO,"37/10, B. E. Colony II St, Chokanathpuram, Bharatheswarar Colony, Choolaimedu, Chennai, Tamil Nadu 600024",keshandco.com,083288 46827,15,5.0,No,No,No,Consultant, Closes 5pm,None Found
"RPSV & Co. , Chartered Accountants","26, Chari St, T. Nagar, Chennai, Tamil Nadu 600017",rpsvca.com,,2,3.0,No,No,No,Auditor, Closes 7pm,None Found
"Joseph and Rajaram, Chartered Accountants","21, Mahatma Gandhi Road, Kothari Bagh, Nungambakkam, Chennai, Tamil Nadu 600034",jnr.in,044 4356 1351,10,4.6,No,No,No,Certified public accountant, Closes 5:30pm,None Found
"PRR AND CO, Chartered Accountants | Auditors | Chennai","New No.79/1, Shree Lakshmi Graham Apts, Panchali Amman Koil Street, Arumbakkam, Chennai, Tamil Nadu 600106",,086100 20890,5,4.8,No,No,No,Chartered accountant, Closes 5pm,None Found
GSV ASSOCIATES,"1, 4th Main Rd, United India Colony, Kodambakkam, Chennai, Tamil Nadu 600024",gsvassociates.com,044 2372 3859,3,3.7,No,No,No,Chartered accountant, Closes 6pm,None Found
K.G.S & Associates,"New No. 23, Old No. 24, Second Floor, Puliyur 2nd Main Rd, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",,044 2372 8133,,,No,No,No,Chartered accountant, Closes 7pm,None Found
V R S R & Co chartered Accountants,"241, Rangarajapuram Main Rd, Director's Colony, Kodambakkam, Chennai, Tamil Nadu 600024",,044 2483 4869,,,No,No,No,Certified public accountant, Closes 6pm,None Found
Auditor office,"26XF+9R3, Pasumarathy Street 1st Ln, KG NTR Heritage, Viswanatha Puram, Kodambakkam, Chennai, Tamil Nadu 600024",,,,,No,No,No,Corporate office,,None Found
Dasari & Co Tax Consultancy,"LAND MARK, D.NO.23/8, 2ND FLOOR, BAJANAI KOIL 5TH STREET, SECOND RIGHT, opp. to K V SCHOOL, Choolaimedu, Chennai, Tamil Nadu 600094",dasariandco.com,097890 08680,4,5.0,No,No,No,Auditor, Closes 8pm,None Found
S. N. Rao & Co.,"4, Asoka Ave, Director's Colony, Kodambakkam, Chennai, Tamil Nadu 600024",snraoandco.com,098410 21390,3,5.0,No,No,No,Chartered accountant, Closes 6:30pm,None Found
"Ragavender & Associates, Chartered Accountants","41, 19, Kripasankari St, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033",raca.in,044 3559 2974,2,4.5,No,No,No,Chartered accountant, Closes 5:30pm,None Found
Ramesh Subramaniam & Co Auditor Office,"17/21, Darmapuram, T. Nagar, Chennai, Tamil Nadu 600017",,094440 19199,2,4.5,No,No,No,Auditor, Closes 6pm,None Found
RVKS AND ASSOCIATES,"147, First Floor, Raj Paris Trimeni Towers, Gopathi Narayanaswami Chetty Rd, T. Nagar, Chennai, Tamil Nadu 600017",rvkassociates.com,044 2815 0540,14,4.6,No,No,No,Certified public accountant, Closes 6pm,None Found
